area_type,location,total_sqft,bath,BHK,balcony,PRICE rs
Super built-up  Area,Lakshminarayana Pura,1149,2,2,1,"₹ 7,500,000.00"
Super built-up  Area,Sarjapur  Road,2180,3,3,2,"₹ 17,000,000.00"
Plot  Area,TC Palaya,1200,7,8,1,"₹ 11,000,000.00"
Super built-up  Area,Jp nagar 8th Phase .,12000,12,10,0,"₹ 52,500,000.00"
Plot  Area,Thurahalli,1200,5,5,0,"₹ 19,500,000.00"
Super built-up  Area,Hulimavu,1818,3,3,1,"₹ 13,500,000.00"
Super built-up  Area,Volagerekallahalli,1070,2,2,2,"₹ 3,300,000.00"
Super built-up  Area,Rajaji Nagar,1640,3,3,2,"₹ 24,100,000.00"
Built-up  Area,Nagarbhavi,1350,2,3,2,"₹ 5,460,000.00"
Built-up  Area,Chandapura,630,1,2,1,"₹ 2,700,000.00"
Super built-up  Area,Hoodi,1430,2,2,2,"₹ 11,300,000.00"
Super built-up  Area,Nagavara,2430,4,3,3,"₹ 18,000,000.00"
Plot  Area,Nobo Nagar,1500,7,6,3,"₹ 22,000,000.00"
Super built-up  Area,Sarjapur  Road,1084,2,2,3,"₹ 5,500,000.00"
Super built-up  Area,Hennur Road,1186,2,3,1,"₹ 5,600,000.00"
Built-up  Area,Kengeri,1255,2,2,2,"₹ 5,000,000.00"
Super built-up  Area,Haralur Road,3400,5,4,3,"₹ 24,000,000.00"
Super built-up  Area,Hosa Road,1541,3,3,1,"₹ 6,984,000.00"
Super built-up  Area,Iblur Village,3596,5,4,1,"₹ 28,200,000.00"
Super built-up  Area,Raja Rajeshwari Nagar,1295,2,2,2,"₹ 7,000,000.00"
Plot  Area,Kasavanhalli,1000,4,3,3,"₹ 11,000,000.00"
Built-up  Area,Sanjeevini Nagar,2820,3,3,0,"₹ 28,500,000.00"
Super built-up  Area,7th Phase JP Nagar,1370,2,3,2,"₹ 5,479,000.00"
Super built-up  Area,Electronic City,1100,2,2,1,"₹ 4,000,000.00"
Super built-up  Area,Hebbal,4772,6,4,2,"₹ 51,000,000.00"
Super built-up  Area,Rajaji Nagar,1370,2,2,1,"₹ 17,000,000.00"
Super built-up  Area,7th Phase JP Nagar,1370,2,3,1,"₹ 5,479,000.00"
Super built-up  Area,JP Nagar,1200,2,2,2,"₹ 6,200,000.00"
Plot  Area,Gunjur,2000,3,4,0,"₹ 9,500,000.00"
Built-up  Area,9th Phase JP Nagar,3500,4,4,0,"₹ 30,000,000.00"
Plot  Area,2nd Stage Nagarbhavi,1200,4,5,3,"₹ 24,000,000.00"
Plot  Area,Kengeri,2400,5,4,2,"₹ 25,300,000.00"
Super built-up  Area,Sarjapur  Road,1220,3,3,2,"₹ 6,200,000.00"
Built-up  Area,Kanakapura Road,1950,3,3,2,"₹ 13,000,000.00"
Super built-up  Area,Somasundara Palya,1178,2,2,3,"₹ 7,300,000.00"
Super built-up  Area,Dasanapura,1286,3,3,2,"₹ 6,144,000.00"
Super built-up  Area,Begur Road,1160,2,2,2,"₹ 4,200,000.00"
Super built-up  Area,Jigani,918,2,2,2,"₹ 5,500,000.00"
Super built-up  Area,Electronic City,1563,3,3,2,"₹ 9,184,000.00"
Super built-up  Area,Govindpura,1326,2,2,1,"₹ 6,217,000.00"
Super built-up  Area,3rd Block Jayanagar,1350,2,3,2,"₹ 14,000,000.00"
Super built-up  Area,Hebbal,3960,5,4,3,"₹ 38,600,000.00"
Super built-up  Area,Begur Road,1240,2,2,2,"₹ 3,906,000.00"
Super built-up  Area,Kaggadasapura,1325,2,2,2,"₹ 5,000,000.00"
Super built-up  Area,Sonnenahalli,1100,2,2,1,"₹ 4,400,000.00"
Super built-up  Area,Cunningham Road,3875,3,3,2,"₹ 80,000,000.00"
Super built-up  Area,Gollarapalya Hosahalli,1605,3,3,2,"₹ 5,000,000.00"
Super built-up  Area,Hennur Road,5600,5,5,3,"₹ 51,500,000.00"
Super built-up  Area,Somasundara Palya,1260,2,2,1,"₹ 6,000,000.00"
Super built-up  Area,Hoodi,1553,3,3,2,"₹ 8,309,000.00"
Super built-up  Area,Whitefield,1280,2,2,2,"₹ 5,200,000.00"
Super built-up  Area,Hebbal,1550,2,3,2,"₹ 7,500,000.00"
Super built-up  Area,Arekere,1445,2,3,2,"₹ 12,500,000.00"
Super built-up  Area,Murugeshpalya,1550,3,3,2,"₹ 7,400,000.00"
Super built-up  Area,Electronics City Phase 1,1515,2,3,1,"₹ 8,091,000.00"
Super built-up  Area,Hosa Road,1332,2,3,1,"₹ 8,612,000.00"
Super built-up  Area,Electronic City,1652,3,3,2,"₹ 7,000,000.00"
Super built-up  Area,Hegde Nagar,1570,3,3,1,"₹ 10,500,000.00"
Plot  Area,Sarjapur  Road,5400,4,4,3,"₹ 72,500,000.00"
Super built-up  Area,Sector 2 HSR Layout,794,1,1,1,"₹ 6,000,000.00"
Plot  Area,Seegehalli,1200,2,3,0,"₹ 6,200,000.00"
Built-up  Area,7th Phase JP Nagar,3600,3,4,2,"₹ 41,000,000.00"
Plot  Area,Hosakerehalli,1200,3,3,2,"₹ 17,500,000.00"
Super built-up  Area,JP Nagar,1650,3,4,1,"₹ 22,000,000.00"
Plot  Area,Chandra Layout,600,2,4,1,"₹ 8,500,000.00"
Super built-up  Area,HRBR Layout,2800,3,3,2,"₹ 25,000,000.00"
Super built-up  Area,Sarjapur  Road,1750,3,3,2,"₹ 11,000,000.00"
Built-up  Area,Hebbal,1053,2,2,1,"₹ 4,800,000.00"
Super built-up  Area,Kanakpura Road,1100,3,3,2,"₹ 5,300,000.00"
Super built-up  Area,Kadubeesanahalli,1665,3,3,3,"₹ 7,000,000.00"
Plot  Area,Outer Ring Road East,4051,4,4,3,"₹ 34,500,000.00"
Plot  Area,Malleshwaram,5500,5,4,1,"₹ 150,000,000.00"
Built-up  Area,Bommasandra,1447,3,3,2,"₹ 8,000,000.00"
Built-up  Area,Balagere,1012,2,2,1,"₹ 7,500,000.00"
Super built-up  Area,Malleshpalya,1900,3,3,2,"₹ 6,000,000.00"
Super built-up  Area,Narayanapura,1308,2,2,2,"₹ 9,266,000.00"
Super built-up  Area,Green Glen Layout,3250,4,4,0,"₹ 23,000,000.00"
Super built-up  Area,Hormavu,1351,2,1,1,"₹ 5,300,000.00"
Super built-up  Area,Electronic City,1000,2,2,2,"₹ 2,200,000.00"
Plot  Area,J P Nagar 7th Phase Ramayya City,1200,4,4,2,"₹ 35,000,000.00"
Super built-up  Area,Gunjur,1140,2,2,2,"₹ 4,911,000.00"
Built-up  Area,Uttarahalli,1250,2,3,1,"₹ 5,500,000.00"
Super built-up  Area,Kanakapura,1290,3,3,3,"₹ 4,515,000.00"
Super built-up  Area,Ambedkar Nagar,1424,2,2,2,"₹ 9,000,000.00"
Super built-up  Area,Garudachar Palya,1320,2,3,2,"₹ 6,060,000.00"
Built-up  Area,Akshaya Nagar,1662,3,3,2,"₹ 8,550,000.00"
Super built-up  Area,Shanthala Nagar,8321,5,5,3,"₹ 270,000,000.00"
Super built-up  Area,Begur Road,1200,2,2,2,"₹ 4,500,000.00"
Built-up  Area,Koramangala,1975,3,3,0,"₹ 21,000,000.00"
Super built-up  Area,Garudachar Palya,1295,2,3,2,"₹ 5,950,000.00"
Super built-up  Area,Battarahalli,1777,3,3,2,"₹ 10,000,000.00"
Super built-up  Area,Kadugodi,1900,3,3,0,"₹ 10,800,000.00"
Super built-up  Area,Anandapura,1576,3,3,2,"₹ 5,910,000.00"
Super built-up  Area,Sompura,1020,2,2,3,"₹ 4,100,000.00"
Super built-up  Area,Green Domain Layout,2100,3,3,3,"₹ 17,000,000.00"
Super built-up  Area,Raja Rajeshwari Nagar,648,1,1,1,"₹ 3,175,000.00"
Super built-up  Area,Neeladri Nagar,1167,2,3,1,"₹ 3,800,000.00"
Plot  Area,Vyalikaval,1000,7,7,3,"₹ 16,000,000.00"
Super built-up  Area,Hoodi,1220,2,2,2,"₹ 5,089,000.00"
Super built-up  Area,Kogilu,2350,5,3,1,"₹ 32,700,000.00"
Super built-up  Area,Vittasandra,1259,2,2,1,"₹ 6,740,000.00"
Built-up  Area,Gottigere,2000,4,4,2,"₹ 8,200,000.00"
Super built-up  Area,8th Phase JP Nagar,1800,3,3,1,"₹ 8,000,000.00"
Built-up  Area,Cleveland Town,1991,3,3,2,"₹ 16,000,000.00"
Super built-up  Area,Bannerghatta,1665,3,3,3,"₹ 11,000,000.00"
Built-up  Area,"Hoodi Circle, ",1234,2,2,1,"₹ 6,100,000.00"
Super built-up  Area,Mysore Road,1340,2,3,2,"₹ 6,431,000.00"
Super built-up  Area,Banashankari,1170,2,2,2,"₹ 4,679,000.00"
Built-up  Area,Electronics City Phase 1,995,2,2,0,"₹ 4,600,000.00"
Super built-up  Area,Old Airport Road,1075,2,2,2,"₹ 6,000,000.00"
Super built-up  Area,Electronic City,1025,2,2,1,"₹ 5,450,000.00"
Super built-up  Area,Rachenahalli,2721,3,3,2,"₹ 11,300,000.00"
Super built-up  Area,Thanisandra,2000,3,3,2,"₹ 9,900,000.00"
Super built-up  Area,Whitefield,2500,4,4,3,"₹ 15,500,000.00"
Super built-up  Area,Mallasandra,1325,2,2,2,"₹ 7,000,000.00"
Super built-up  Area,Kadugodi,1314,2,2,3,"₹ 6,820,000.00"
Super built-up  Area,Kanakpura Road,2265,3,3,2,"₹ 13,600,000.00"
Built-up  Area,7th Phase JP Nagar,4800,7,7,0,"₹ 17,000,000.00"
Super built-up  Area,Yelahanka,1026,2,2,1,"₹ 4,100,000.00"
Built-up  Area,Syndicate Bank Colony,1200,3,3,2,"₹ 6,600,000.00"
Built-up  Area,Kada Agrahara,2220,4,3,2,"₹ 6,500,000.00"
Super built-up  Area,Hebbal,1420,2,2,1,"₹ 9,939,000.00"
Super built-up  Area,Sarjapur  Road,1888,4,3,1,"₹ 9,500,000.00"
Super built-up  Area,JP Nagar,1300,2,2,1,"₹ 9,087,000.00"
Super built-up  Area,Rajaji Nagar,1216,2,2,0,"₹ 9,716,000.00"
Plot  Area,"Off Sarjapur road, ",3000,4,4,3,"₹ 34,200,000.00"
Built-up  Area,Begur,1559,3,3,2,"₹ 6,300,000.00"
Super built-up  Area,Harlur,1290,2,2,1,"₹ 8,700,000.00"
Plot  Area,M C Layout,2400,6,6,0,"₹ 24,500,000.00"
Built-up  Area,Whitefield,905,1,1,1,"₹ 5,500,000.00"
Built-up  Area,Nanjappa Layout,1069,2,2,0,"₹ 5,500,000.00"
Super built-up  Area,Sarjapura - Attibele Road,829,2,2,1,"₹ 2,280,000.00"
Built-up  Area,Koramangala,1900,2,2,1,"₹ 20,000,000.00"
Built-up  Area,Sarjapur  Road,1300,3,3,2,"₹ 6,000,000.00"
Super built-up  Area,Channasandra,1115,2,2,1,"₹ 3,345,000.00"
Super built-up  Area,Rajaji Nagar,2409,3,3,2,"₹ 36,000,000.00"
Super built-up  Area,Ambedkar Nagar,2150,4,3,2,"₹ 12,500,000.00"
Super built-up  Area,Marathahalli,1305,2,3,1,"₹ 6,900,000.00"
Super built-up  Area,Kanakpura Road,1252,2,2,1,"₹ 5,632,000.00"
Plot  Area,Hosakerehalli,2400,5,5,0,"₹ 25,000,000.00"
Plot  Area,Whitefield,1200,2,2,1,"₹ 4,613,000.00"
Built-up  Area,Koramangala,1750,3,3,1,"₹ 13,000,000.00"
Super built-up  Area,Electronic City Phase II,545,1,2,1,"₹ 3,500,000.00"
Plot  Area,BEL Layout,1375,2,2,1,"₹ 10,500,000.00"
Super built-up  Area,Subramanyapura,1313,2,2,2,"₹ 6,650,000.00"
Plot  Area,Attibele,3640,4,4,1,"₹ 27,500,000.00"
Super built-up  Area,Akshayanagara East,1693,3,3,2,"₹ 10,800,000.00"
Super built-up  Area,JCR Layout,1160,2,2,1,"₹ 4,175,000.00"
Plot  Area,Sri Kanteshwara Nagar,1200,3,3,0,"₹ 20,000,000.00"
Super built-up  Area,Subramanyapura,1255,2,3,2,"₹ 7,900,000.00"
Plot  Area,KR Puram,1000,4,4,1,"₹ 7,500,000.00"
Built-up  Area,Bellari Road,900,2,2,1,"₹ 4,500,000.00"
Super built-up  Area,Yelahanka New Town,1700,3,3,2,"₹ 9,000,000.00"
Carpet  Area,Indira Nagar,1875,3,3,1,"₹ 18,000,000.00"
Carpet  Area,Uttarahalli,1700,3,3,2,"₹ 8,800,000.00"
Super built-up  Area,Harlur,1749,3,3,2,"₹ 11,500,000.00"
Plot  Area,Dasanapura,1500,3,2,1,"₹ 6,500,000.00"
Super built-up  Area,Varanasi,1175,2,2,1,"₹ 4,800,000.00"
Built-up  Area,Akshaya Nagar,1280,2,2,1,"₹ 6,000,000.00"
Built-up  Area,Abbaiah Reddy Layout,1200,2,2,2,"₹ 5,000,000.00"
Super built-up  Area,Ramagondanahalli,1610,2,3,2,"₹ 11,500,000.00"
Super built-up  Area,Electronic City,1070,2,2,1,"₹ 4,600,000.00"
Plot  Area,TC Palaya,1200,2,2,0,"₹ 6,600,000.00"
Super built-up  Area,9th Phase JP Nagar,1127,2,2,1,"₹ 5,000,000.00"
Built-up  Area,Indira Nagar,1210,2,2,1,"₹ 10,200,000.00"
Built-up  Area,Jyothi Nagar,600,2,2,1,"₹ 2,300,000.00"
Super built-up  Area,Thigalarapalya,4190,4,4,3,"₹ 38,000,000.00"
Super built-up  Area,Tata Nagar,1364,2,2,2,"₹ 7,000,000.00"
Super built-up  Area,Whitefield,2268,3,4,0,"₹ 14,600,000.00"
Super built-up  Area,RK Layout 2nd Stage,1150,2,3,2,"₹ 7,750,000.00"
Super built-up  Area,Tirumanahalli,1146,2,2,1,"₹ 3,950,000.00"
Built-up  Area,Magadi Road,1345,2,2,2,"₹ 5,500,000.00"
Super built-up  Area,Mylasandra,1110,2,2,2,"₹ 4,100,000.00"
Built-up  Area,Kengeri,750,2,2,1,"₹ 3,600,000.00"
Built-up  Area,Motappa Layout,1156,2,2,2,"₹ 4,950,000.00"
Super built-up  Area,Pattandur Agrahara,1247,2,2,1,"₹ 5,980,000.00"
Super built-up  Area,Mangammanapalya,1058,2,2,2,"₹ 6,000,000.00"
Super built-up  Area,Kaggalipura,950,2,2,1,"₹ 4,800,000.00"
Super built-up  Area,Vasanthapura,420,2,2,0,"₹ 3,500,000.00"
Plot  Area,BTM 1st Stage,600,2,4,2,"₹ 9,000,000.00"
Super built-up  Area,Vijayanagar,1520,2,3,1,"₹ 10,300,000.00"
Super built-up  Area,Marathahalli,1215,2,2,2,"₹ 5,886,000.00"
Built-up  Area,Raghuvanahalli,900,1,1,1,"₹ 3,000,000.00"
Super built-up  Area,Hennur Road,2350,3,3,2,"₹ 17,400,000.00"
Super built-up  Area,Thanisandra,1050,2,2,2,"₹ 4,600,000.00"
Super built-up  Area, Devarabeesana Halli,1672,3,3,2,"₹ 15,000,000.00"
Plot  Area,Laggere,2800,5,5,2,"₹ 12,500,000.00"
Super built-up  Area,MCECHS  layout,1500,2,3,2,"₹ 6,500,000.00"
Super built-up  Area,Geddalahalli,1400,2,2,2,"₹ 6,500,000.00"
Built-up  Area,8th Phase JP Nagar,2700,4,4,2,"₹ 13,000,000.00"
Super built-up  Area,Bommasandra,920,2,2,1,"₹ 3,746,000.00"
Plot  Area,Sarjapur  Road,1200,3,3,2,"₹ 7,000,000.00"
Built-up  Area,Brindavan Nagar,1250,3,3,2,"₹ 13,900,000.00"
Super built-up  Area,Hosakerehalli,1817,4,3,0,"₹ 15,300,000.00"
Plot  Area,Cooke Town,2043,6,5,0,"₹ 37,500,000.00"
Super built-up  Area,HSR Layout,1140,2,2,2,"₹ 4,600,000.00"
Built-up  Area,Yelahanka,4346,4,4,1,"₹ 45,000,000.00"
Super built-up  Area,Haralur Road,1464,2,2,2,"₹ 5,600,000.00"
Super built-up  Area,Ambedkar Colony,1468,3,2,2,"₹ 13,000,000.00"
Super built-up  Area,Electronics City Phase 1,1555,2,3,1,"₹ 8,200,000.00"
Plot  Area,Munnekollal,1200,4,6,2,"₹ 11,000,000.00"
Built-up  Area,Whitefield,1150,2,2,0,"₹ 5,500,000.00"
Super built-up  Area,Kadubeesanahalli,970,2,2,1,"₹ 3,500,000.00"
Super built-up  Area,Banashankari,2500,4,4,3,"₹ 9,500,000.00"
Super built-up  Area,Seetharampalya,1166,2,2,1,"₹ 5,300,000.00"
Plot  Area,Konanakunte,2779,3,3,1,"₹ 31,700,000.00"
Super built-up  Area,Electronic City,1350,3,3,2,"₹ 5,800,000.00"
Built-up  Area,Mariyannapalya,900,2,2,3,"₹ 4,600,000.00"
Super built-up  Area,7th Phase JP Nagar,1300,2,3,2,"₹ 5,200,000.00"
Built-up  Area,Kanaka Nagar,1190,3,3,1,"₹ 5,500,000.00"
Super built-up  Area,Kodichikkanahalli,1495,2,3,2,"₹ 7,500,000.00"
Built-up  Area,Indira Nagar,1224,2,2,2,"₹ 10,500,000.00"
Super built-up  Area,Banashankari Stage III,1350,2,3,2,"₹ 6,800,000.00"
Built-up  Area,Green Glen Layout,940,2,2,1,"₹ 5,680,000.00"
Super built-up  Area,Raja Rajeshwari Nagar,1100,2,2,1,"₹ 5,500,000.00"
Super built-up  Area,Kaikondrahalli,1300,2,2,2,"₹ 6,100,000.00"
Built-up  Area,Palace Road,1480,2,3,0,"₹ 14,500,000.00"
Super built-up  Area,Hoodi,1105,2,2,2,"₹ 4,637,000.00"
Plot  Area,Sarjapur  Road,2600,3,3,2,"₹ 20,000,000.00"
Super built-up  Area,Yelahanka,1517,3,3,2,"₹ 7,630,000.00"
Built-up  Area,Horamavu Banaswadi,3800,8,6,0,"₹ 20,000,000.00"
Super built-up  Area,Jalahalli,1615,3,3,2,"₹ 8,975,000.00"
Super built-up  Area,MCECHS  layout,1500,3,3,2,"₹ 6,500,000.00"
Super built-up  Area,Mysore Road,1082,3,3,1,"₹ 5,050,000.00"
Super built-up  Area,Marathahalli,1365,2,2,2,"₹ 7,300,000.00"
Super built-up  Area,Electronic City,1000,2,2,3,"₹ 2,500,000.00"
Super built-up  Area,CV Raman Nagar,1392,2,2,1,"₹ 9,800,000.00"
Super built-up  Area,Kodigehalli,1086,2,2,1,"₹ 3,366,000.00"
Super built-up  Area,Hennur Road,1586,3,3,3,"₹ 9,394,000.00"
Built-up  Area,Hennur,1100,2,2,1,"₹ 6,000,000.00"
Super built-up  Area,Electronic City Phase II,1065,2,2,1,"₹ 3,075,000.00"
Plot  Area,TC Palaya,1500,2,3,1,"₹ 12,000,000.00"
Built-up  Area,7th Phase JP Nagar,1575,2,3,2,"₹ 12,000,000.00"
Super built-up  Area,Hennur Road,1975,3,3,3,"₹ 12,300,000.00"
Super built-up  Area,Nelamangala,820,2,2,2,"₹ 2,400,000.00"
Super built-up  Area,Gubbalala,1745,3,3,2,"₹ 11,000,000.00"
Super built-up  Area,Nagarbhavi,1223,2,2,1,"₹ 6,000,000.00"
Super built-up  Area,Ananth Nagar,1200,2,3,1,"₹ 6,500,000.00"
Super built-up  Area,Basaveshwara Nagar,1200,2,2,0,"₹ 9,000,000.00"
Super built-up  Area,Binny Pete,665,1,1,1,"₹ 4,608,000.00"
Super built-up  Area,Bharathi Nagar,1351,2,2,2,"₹ 7,000,000.00"
Super built-up  Area,Hebbal,1355,3,3,1,"₹ 8,387,000.00"
Built-up  Area,Sector 7 HSR Layout,3900,3,3,2,"₹ 30,000,000.00"
Super built-up  Area,Thanisandra,1588,3,3,1,"₹ 7,555,000.00"
Carpet  Area,Amruthahalli,900,2,2,1,"₹ 6,000,000.00"
Plot  Area,Bhuvaneshwari Nagar,440,3,3,0,"₹ 5,000,000.00"
Built-up  Area,Harlur,3385,4,4,0,"₹ 26,000,000.00"
Super built-up  Area,Panathur,1370,2,3,2,"₹ 7,500,000.00"
Plot  Area,Whitefield,1500,3,3,1,"₹ 7,180,000.00"
Super built-up  Area,Pulikeshi Nagar,2280,3,3,0,"₹ 28,500,000.00"
Super built-up  Area,Kanakpura Road,1100,3,3,2,"₹ 5,300,000.00"
Built-up  Area,Hoodi,1247,2,2,0,"₹ 5,300,000.00"
Super built-up  Area,Domlur Layout,2000,3,3,2,"₹ 20,000,000.00"
Super built-up  Area,Balagere,1020.07,2,2,1,"₹ 6,838,000.00"
Super built-up  Area,Gunjur Palya,1033,2,3,2,"₹ 3,200,000.00"
Built-up  Area,B Narayanapura,1460,2,3,3,"₹ 7,300,000.00"
Super built-up  Area,Garudachar Palya,1150,2,2,2,"₹ 5,280,000.00"
Super built-up  Area,Sarjapur  Road,5965,5,5,0,"₹ 38,500,000.00"
Super built-up  Area,Babusapalaya,1141,2,2,1,"₹ 4,600,000.00"
Plot  Area,Doddaballapur,4200,4,4,3,"₹ 32,500,000.00"
Super built-up  Area,Hosa Road,1665,2,3,3,"₹ 12,500,000.00"
Super built-up  Area,Kanakapura,1295,2,2,2,"₹ 6,400,000.00"
Super built-up  Area,Haralur Road,1230,2,2,1,"₹ 7,800,000.00"
Super built-up  Area,Anand Nagar,1080,2,3,2,"₹ 7,500,000.00"
Super built-up  Area,Kaggalipura,1000,2,2,1,"₹ 6,000,000.00"
Super built-up  Area,Kaval Byrasandra,2400,2,3,0,"₹ 5,000,000.00"
Super built-up  Area,Rayasandra,1708,3,3,2,"₹ 7,500,000.00"
Super built-up  Area,Thanisandra,1697,3,3,2,"₹ 11,500,000.00"
Super built-up  Area,Whitefield,3537,5,4,3,"₹ 21,000,000.00"
Super built-up  Area,Hosa Road,615,1,1,1,"₹ 2,829,000.00"
Built-up  Area,Banashankari,1350,2,3,0,"₹ 8,300,000.00"
Super built-up  Area,Jalahalli,1083,2,2,1,"₹ 3,249,000.00"
Super built-up  Area,Gottigere,1460,2,3,2,"₹ 6,500,000.00"
Super built-up  Area,Babusapalaya,1084,2,2,1,"₹ 5,800,000.00"
Super built-up  Area,Bommasandra,1035,2,2,1,"₹ 4,143,000.00"
Super built-up  Area,Vijaya Bank Layout,2400,2,3,1,"₹ 15,000,000.00"
Super built-up  Area,Hosur Road,460,1,1,1,"₹ 2,100,000.00"
Super built-up  Area,Narayanappa Layout,950,5,5,0,"₹ 9,000,000.00"
Super built-up  Area,Whitefield,1285,2,2,2,"₹ 5,590,000.00"
Super built-up  Area,1Hanuman Nagar,2000,16,19,0,"₹ 49,000,000.00"
Plot  Area,Sarjapur,1200,3,3,2,"₹ 7,800,000.00"
Built-up  Area,Raghuvanahalli,1070,2,2,1,"₹ 3,500,000.00"
Super built-up  Area,Hegde Nagar,1801,3,3,2,"₹ 14,000,000.00"
Super built-up  Area,Whitefield,1697,3,3,2,"₹ 11,500,000.00"
Super built-up  Area,AECS Layout,1199,2,2,2,"₹ 6,500,000.00"
Super built-up  Area,Iblur Village,2300,3,3,1,"₹ 22,000,000.00"
Super built-up  Area,Mysore Road,1340,2,3,3,"₹ 6,431,000.00"
Super built-up  Area,Marathahalli,3800,4,4,3,"₹ 20,500,000.00"
Plot  Area,Jigani,600,5,5,0,"₹ 5,000,000.00"
Super built-up  Area,Wilson Garden,1125,2,2,1,"₹ 7,500,000.00"
Plot  Area,Anandapura,1200,2,2,1,"₹ 6,700,000.00"
Built-up  Area,Subramanyapura,1050,2,2,3,"₹ 4,100,000.00"
Built-up  Area,Nagarbhavi,956,2,2,1,"₹ 4,900,000.00"
Super built-up  Area,Sarjapur,1000,2,2,2,"₹ 3,000,000.00"
Built-up  Area,Dooravani Nagar,1596,3,3,0,"₹ 9,500,000.00"
Plot  Area,Kumbhena Agrahara,1200,5,6,1,"₹ 15,000,000.00"
Super built-up  Area,Kanakpura Road,1296,2,2,3,"₹ 8,906,000.00"
Plot  Area,NS Palya,1200,7,6,0,"₹ 17,000,000.00"
Built-up  Area,Challaghatta,1639,3,3,3,"₹ 12,300,000.00"
Super built-up  Area,Electronic City Phase II,1219,2,2,1,"₹ 6,125,000.00"
Built-up  Area,Uttarahalli,1200,3,3,1,"₹ 5,000,000.00"
Super built-up  Area,Bannerghatta Road,1218,2,2,1,"₹ 7,300,000.00"
Super built-up  Area,Nyanappana Halli,920,2,2,3,"₹ 3,700,000.00"
Super built-up  Area,Yeshwanthpur,2559,3,3,2,"₹ 14,100,000.00"
Super built-up  Area,2nd Phase Judicial Layout,525,1,1,1,"₹ 2,600,000.00"
Super built-up  Area,Bannerghatta Road,1427,2,3,2,"₹ 4,851,000.00"
Super built-up  Area,Kothannur,1270,3,3,2,"₹ 4,500,000.00"
Built-up  Area,Ramagondanahalli,920,2,2,3,"₹ 6,500,000.00"
Built-up  Area,Dommasandra,2700,3,4,2,"₹ 6,800,000.00"
Super built-up  Area,Indira Nagar 3rd Stage,1740,3,3,2,"₹ 19,900,000.00"
Built-up  Area,Ramamurthy Nagar,1355,2,3,0,"₹ 4,000,000.00"
Super built-up  Area,Lingadheeranahalli,1530,2,3,2,"₹ 9,000,000.00"
Carpet  Area,Gokula Extension,1372,2,3,1,"₹ 9,000,000.00"
Super built-up  Area,Nehru Nagar,2363,5,4,2,"₹ 12,000,000.00"
Super built-up  Area,Marathahalli,3895,4,4,3,"₹ 22,000,000.00"
Super built-up  Area,Jakkur,1950,3,3,2,"₹ 13,100,000.00"
Built-up  Area,Hoysalanagar,885,2,2,3,"₹ 4,000,000.00"
Built-up  Area,Yelahanka,600,2,2,2,"₹ 2,700,000.00"
Plot  Area,Kumaraswami Layout,1270,4,5,1,"₹ 12,800,000.00"
Plot  Area,Vijayanagar,1380,2,2,0,"₹ 22,500,000.00"
Super built-up  Area,Kanakpura Road,1339,2,2,2,"₹ 6,200,000.00"
Super built-up  Area,Whitefield,1130,2,2,1,"₹ 3,600,000.00"
Built-up  Area,Uttarahalli,1085,2,2,2,"₹ 4,300,000.00"
Built-up  Area,Yeshwanthpur,1430,3,3,2,"₹ 7,200,000.00"
Carpet  Area,Bhoganhalli,1451.5,4,4,1,"₹ 12,100,000.00"
Super built-up  Area,Ramakrishnappa Layout,6200,5,5,0,"₹ 72,000,000.00"
Super built-up  Area,AGS Layout,1490,2,3,1,"₹ 5,960,000.00"
Built-up  Area,Vishwanatha Nagenahalli,1650,4,4,0,"₹ 9,900,000.00"
Super built-up  Area,Bellandur,1286,2,2,2,"₹ 5,700,000.00"
Built-up  Area,KR Garden,925,2,2,2,"₹ 6,300,000.00"
Super built-up  Area,Bellandur,3016,4,4,3,"₹ 23,000,000.00"
Built-up  Area,Haralur Road,1000,2,2,2,"₹ 4,400,000.00"
Super built-up  Area,Whitefield,1215,2,2,2,"₹ 3,900,000.00"
Plot  Area,Kanakadasa Layout,1200,3,4,1,"₹ 9,500,000.00"
Super built-up  Area,Lakshminarayana Pura,1336,2,2,2,"₹ 10,000,000.00"
Super built-up  Area,Yeshwanthpur,673,1,1,1,"₹ 3,685,000.00"
Plot  Area,Anandapura,1200,2,2,1,"₹ 5,800,000.00"
Plot  Area,Lingarajapuram,600,7,6,2,"₹ 6,300,000.00"
Super built-up  Area,Malleshwaram,1600,3,3,3,"₹ 16,000,000.00"
Plot  Area,Mallathahalli,1200,2,2,0,"₹ 7,900,000.00"
Plot  Area,Indira Nagar,2480,4,6,1,"₹ 75,000,000.00"
Super built-up  Area,Jayamahal Extension,2500,3,3,0,"₹ 27,000,000.00"
Plot  Area,Devanahalli,2400,5,5,3,"₹ 10,000,000.00"
Super built-up  Area,Sector 2 HSR Layout,1143,2,2,2,"₹ 6,500,000.00"
Super built-up  Area,Kanakpura Road,1470,2,2,2,"₹ 6,174,000.00"
Plot  Area,Laxminarayana Layout,1584,3,4,2,"₹ 14,500,000.00"
Super built-up  Area,Marathahalli,1785,3,3,2,"₹ 9,400,000.00"
Super built-up  Area,Koramangala,2292,3,3,2,"₹ 28,600,000.00"
Super built-up  Area,Kothanur,1460,3,3,3,"₹ 7,100,000.00"
Super built-up  Area,Kasturi Nagar,1500,2,3,3,"₹ 8,000,000.00"
